,station_code,T,T10N,TD,ds
178,370,117,,56,2023-01-07 10:00:00+00:00
179,370,118,94.0,52,2023-01-07 11:00:00+00:00
180,370,119,,56,2023-01-07 12:00:00+00:00
181,370,114,,57,2023-01-07 13:00:00+00:00
182,370,111,,54,2023-01-07 14:00:00+00:00
183,370,108,,55,2023-01-07 15:00:00+00:00
184,370,101,,61,2023-01-07 16:00:00+00:00
185,370,94,88.0,65,2023-01-07 17:00:00+00:00
186,370,100,,64,2023-01-07 18:00:00+00:00
187,370,103,,67,2023-01-07 19:00:00+00:00
188,370,101,,72,2023-01-07 20:00:00+00:00
189,370,102,,74,2023-01-07 21:00:00+00:00
190,370,103,,75,2023-01-07 22:00:00+00:00
191,370,101,88.0,70,2023-01-07 23:00:00+00:00
192,370,103,,72,2023-01-08 00:00:00+00:00
193,370,86,,68,2023-01-08 01:00:00+00:00
194,370,81,,64,2023-01-08 02:00:00+00:00
195,370,81,,65,2023-01-08 03:00:00+00:00
196,370,82,,62,2023-01-08 04:00:00+00:00
197,370,76,67.0,49,2023-01-08 05:00:00+00:00
198,370,68,,39,2023-01-08 06:00:00+00:00
199,370,62,,39,2023-01-08 07:00:00+00:00
200,370,67,,45,2023-01-08 08:00:00+00:00
201,370,77,,54,2023-01-08 09:00:00+00:00
202,370,94,,56,2023-01-08 10:00:00+00:00
203,370,99,53.0,54,2023-01-08 11:00:00+00:00
204,370,99,,50,2023-01-08 12:00:00+00:00
205,370,96,,44,2023-01-08 13:00:00+00:00
206,370,96,,45,2023-01-08 14:00:00+00:00
207,370,85,,42,2023-01-08 15:00:00+00:00
208,370,86,,45,2023-01-08 16:00:00+00:00
209,370,80,69.0,43,2023-01-08 17:00:00+00:00
210,370,77,,43,2023-01-08 18:00:00+00:00
211,370,77,,48,2023-01-08 19:00:00+00:00
212,370,78,,55,2023-01-08 20:00:00+00:00
213,370,82,,62,2023-01-08 21:00:00+00:00
214,370,67,,54,2023-01-08 22:00:00+00:00
215,370,63,59.0,50,2023-01-08 23:00:00+00:00
216,370,51,,40,2023-01-09 00:00:00+00:00
217,370,51,,40,2023-01-09 01:00:00+00:00
218,370,51,,40,2023-01-09 02:00:00+00:00
219,370,55,,40,2023-01-09 03:00:00+00:00
220,370,64,,43,2023-01-09 04:00:00+00:00
221,370,69,38.0,43,2023-01-09 05:00:00+00:00
222,370,75,,43,2023-01-09 06:00:00+00:00
223,370,72,,47,2023-01-09 07:00:00+00:00
224,370,72,,52,2023-01-09 08:00:00+00:00
225,370,75,,57,2023-01-09 09:00:00+00:00
226,370,70,,56,2023-01-09 10:00:00+00:00
227,370,76,65.0,57,2023-01-09 11:00:00+00:00
228,370,78,,62,2023-01-09 12:00:00+00:00
229,370,77,,60,2023-01-09 13:00:00+00:00
230,370,75,,60,2023-01-09 14:00:00+00:00
231,370,75,,56,2023-01-09 15:00:00+00:00
232,370,64,,44,2023-01-09 16:00:00+00:00
233,370,59,52.0,45,2023-01-09 17:00:00+00:00
234,370,63,,44,2023-01-09 18:00:00+00:00
235,370,61,,51,2023-01-09 19:00:00+00:00
236,370,64,,46,2023-01-09 20:00:00+00:00
237,370,54,,43,2023-01-09 21:00:00+00:00
238,370,35,,27,2023-01-09 22:00:00+00:00
239,370,34,27.0,24,2023-01-09 23:00:00+00:00
240,370,42,,29,2023-01-10 00:00:00+00:00
241,370,51,,37,2023-01-10 01:00:00+00:00
242,370,42,,28,2023-01-10 02:00:00+00:00
243,370,49,,33,2023-01-10 03:00:00+00:00
244,370,52,,34,2023-01-10 04:00:00+00:00
245,370,50,25.0,31,2023-01-10 05:00:00+00:00
246,370,41,,23,2023-01-10 06:00:00+00:00
247,370,37,,21,2023-01-10 07:00:00+00:00
248,370,47,,27,2023-01-10 08:00:00+00:00
249,370,56,,31,2023-01-10 09:00:00+00:00
250,370,64,,34,2023-01-10 10:00:00+00:00
251,370,68,32.0,36,2023-01-10 11:00:00+00:00
252,370,73,,36,2023-01-10 12:00:00+00:00
253,370,71,,43,2023-01-10 13:00:00+00:00
254,370,63,,46,2023-01-10 14:00:00+00:00
255,370,59,,45,2023-01-10 15:00:00+00:00
256,370,60,,50,2023-01-10 16:00:00+00:00
257,370,69,57.0,56,2023-01-10 17:00:00+00:00
258,370,73,,59,2023-01-10 18:00:00+00:00
259,370,81,,65,2023-01-10 19:00:00+00:00
260,370,82,,71,2023-01-10 20:00:00+00:00
261,370,90,,80,2023-01-10 21:00:00+00:00
262,370,94,,83,2023-01-10 22:00:00+00:00
263,370,100,66.0,88,2023-01-10 23:00:00+00:00
264,370,101,,92,2023-01-11 00:00:00+00:00
265,370,108,,100,2023-01-11 01:00:00+00:00
266,370,111,,105,2023-01-11 02:00:00+00:00
267,370,113,,108,2023-01-11 03:00:00+00:00
268,370,114,,109,2023-01-11 04:00:00+00:00
269,370,115,97.0,104,2023-01-11 05:00:00+00:00
270,370,106,,90,2023-01-11 06:00:00+00:00
271,370,102,,79,2023-01-11 07:00:00+00:00
272,370,93,,72,2023-01-11 08:00:00+00:00
273,370,93,,72,2023-01-11 09:00:00+00:00
274,370,104,,70,2023-01-11 10:00:00+00:00
275,370,108,84.0,63,2023-01-11 11:00:00+00:00
276,370,109,,55,2023-01-11 12:00:00+00:00
277,370,106,,55,2023-01-11 13:00:00+00:00
278,370,104,,53,2023-01-11 14:00:00+00:00
279,370,97,,50,2023-01-11 15:00:00+00:00
280,370,89,,49,2023-01-11 16:00:00+00:00
281,370,87,76.0,50,2023-01-11 17:00:00+00:00
282,370,95,,49,2023-01-11 18:00:00+00:00
283,370,94,,54,2023-01-11 19:00:00+00:00
284,370,89,,60,2023-01-11 20:00:00+00:00
285,370,88,,57,2023-01-11 21:00:00+00:00
286,370,82,,62,2023-01-11 22:00:00+00:00
287,370,83,76.0,68,2023-01-11 23:00:00+00:00
288,370,86,,73,2023-01-12 00:00:00+00:00
289,370,86,,73,2023-01-12 01:00:00+00:00
290,370,89,,74,2023-01-12 02:00:00+00:00
291,370,89,,74,2023-01-12 03:00:00+00:00
292,370,88,,75,2023-01-12 04:00:00+00:00
293,370,89,81.0,77,2023-01-12 05:00:00+00:00
294,370,92,,80,2023-01-12 06:00:00+00:00
295,370,95,,83,2023-01-12 07:00:00+00:00
296,370,98,,87,2023-01-12 08:00:00+00:00
297,370,99,,90,2023-01-12 09:00:00+00:00
298,370,101,,92,2023-01-12 10:00:00+00:00
299,370,104,86.0,94,2023-01-12 11:00:00+00:00
300,370,104,,93,2023-01-12 12:00:00+00:00
301,370,105,,94,2023-01-12 13:00:00+00:00
302,370,105,,94,2023-01-12 14:00:00+00:00
303,370,107,,94,2023-01-12 15:00:00+00:00
304,370,106,,94,2023-01-12 16:00:00+00:00
305,370,106,102.0,94,2023-01-12 17:00:00+00:00
306,370,105,,94,2023-01-12 18:00:00+00:00
307,370,107,,94,2023-01-12 19:00:00+00:00
308,370,107,,92,2023-01-12 20:00:00+00:00
309,370,105,,90,2023-01-12 21:00:00+00:00
310,370,98,,75,2023-01-12 22:00:00+00:00
311,370,91,84.0,65,2023-01-12 23:00:00+00:00
312,370,87,,58,2023-01-13 00:00:00+00:00
313,370,85,,46,2023-01-13 01:00:00+00:00
314,370,84,,51,2023-01-13 02:00:00+00:00
315,370,81,,46,2023-01-13 03:00:00+00:00
316,370,81,,53,2023-01-13 04:00:00+00:00
317,370,77,70.0,42,2023-01-13 05:00:00+00:00
318,370,81,,42,2023-01-13 06:00:00+00:00
319,370,74,,39,2023-01-13 07:00:00+00:00
320,370,84,,44,2023-01-13 08:00:00+00:00
321,370,88,,43,2023-01-13 09:00:00+00:00
322,370,81,,52,2023-01-13 10:00:00+00:00
323,370,89,68.0,47,2023-01-13 11:00:00+00:00
324,370,91,,40,2023-01-13 12:00:00+00:00
325,370,91,,41,2023-01-13 13:00:00+00:00
326,370,88,,45,2023-01-13 14:00:00+00:00
327,370,91,,44,2023-01-13 15:00:00+00:00
328,370,93,,39,2023-01-13 16:00:00+00:00
329,370,83,76.0,37,2023-01-13 17:00:00+00:00
330,370,87,,39,2023-01-13 18:00:00+00:00
331,370,75,,47,2023-01-13 19:00:00+00:00
332,370,77,,45,2023-01-13 20:00:00+00:00
333,370,68,,40,2023-01-13 21:00:00+00:00
334,370,68,,39,2023-01-13 22:00:00+00:00
335,370,56,49.0,32,2023-01-13 23:00:00+00:00
336,370,62,,38,2023-01-14 00:00:00+00:00
337,370,56,,38,2023-01-14 01:00:00+00:00
338,370,58,,40,2023-01-14 02:00:00+00:00
339,370,61,,43,2023-01-14 03:00:00+00:00
340,370,57,,41,2023-01-14 04:00:00+00:00
341,370,65,47.0,41,2023-01-14 05:00:00+00:00
342,370,65,,51,2023-01-14 06:00:00+00:00
343,370,69,,58,2023-01-14 07:00:00+00:00
344,370,75,,63,2023-01-14 08:00:00+00:00
345,370,80,,70,2023-01-14 09:00:00+00:00
346,370,90,,77,2023-01-14 10:00:00+00:00
347,370,92,61.0,79,2023-01-14 11:00:00+00:00
348,370,97,,85,2023-01-14 12:00:00+00:00
349,370,100,,91,2023-01-14 13:00:00+00:00
350,370,106,,96,2023-01-14 14:00:00+00:00
351,370,106,,97,2023-01-14 15:00:00+00:00
352,370,108,,100,2023-01-14 16:00:00+00:00
353,370,112,90.0,104,2023-01-14 17:00:00+00:00
354,370,116,,101,2023-01-14 18:00:00+00:00
355,370,110,,76,2023-01-14 19:00:00+00:00
356,370,103,,74,2023-01-14 20:00:00+00:00
357,370,76,,56,2023-01-14 21:00:00+00:00
358,370,72,,54,2023-01-14 22:00:00+00:00
359,370,73,68.0,47,2023-01-14 23:00:00+00:00
360,370,69,,34,2023-01-15 00:00:00+00:00
361,370,70,,32,2023-01-15 01:00:00+00:00
362,370,67,,29,2023-01-15 02:00:00+00:00
363,370,67,,26,2023-01-15 03:00:00+00:00
364,370,66,,29,2023-01-15 04:00:00+00:00
365,370,65,58.0,31,2023-01-15 05:00:00+00:00
366,370,61,,26,2023-01-15 06:00:00+00:00
367,370,61,,17,2023-01-15 07:00:00+00:00
368,370,57,,21,2023-01-15 08:00:00+00:00
369,370,65,,19,2023-01-15 09:00:00+00:00
370,370,73,,21,2023-01-15 10:00:00+00:00
371,370,69,47.0,20,2023-01-15 11:00:00+00:00
372,370,67,,26,2023-01-15 12:00:00+00:00
373,370,74,,22,2023-01-15 13:00:00+00:00
374,370,72,,24,2023-01-15 14:00:00+00:00
375,370,66,,25,2023-01-15 15:00:00+00:00
376,370,59,,21,2023-01-15 16:00:00+00:00
377,370,52,47.0,17,2023-01-15 17:00:00+00:00
378,370,50,,19,2023-01-15 18:00:00+00:00
379,370,51,,24,2023-01-15 19:00:00+00:00
380,370,55,,22,2023-01-15 20:00:00+00:00
381,370,57,,25,2023-01-15 21:00:00+00:00
382,370,47,,31,2023-01-15 22:00:00+00:00
383,370,42,36.0,26,2023-01-15 23:00:00+00:00
384,370,38,,23,2023-01-16 00:00:00+00:00
385,370,31,,16,2023-01-16 01:00:00+00:00
386,370,31,,15,2023-01-16 02:00:00+00:00
387,370,32,,18,2023-01-16 03:00:00+00:00
388,370,41,,23,2023-01-16 04:00:00+00:00
389,370,46,18.0,24,2023-01-16 05:00:00+00:00
390,370,45,,29,2023-01-16 06:00:00+00:00
391,370,45,,29,2023-01-16 07:00:00+00:00
392,370,47,,32,2023-01-16 08:00:00+00:00
393,370,52,,27,2023-01-16 09:00:00+00:00
394,370,58,,29,2023-01-16 10:00:00+00:00
395,370,62,41.0,32,2023-01-16 11:00:00+00:00
396,370,62,,29,2023-01-16 12:00:00+00:00
397,370,58,,36,2023-01-16 13:00:00+00:00
398,370,58,,33,2023-01-16 14:00:00+00:00
399,370,50,,39,2023-01-16 15:00:00+00:00
400,370,48,,39,2023-01-16 16:00:00+00:00
401,370,39,38.0,26,2023-01-16 17:00:00+00:00
402,370,41,,29,2023-01-16 18:00:00+00:00
403,370,39,,26,2023-01-16 19:00:00+00:00
404,370,39,,27,2023-01-16 20:00:00+00:00
405,370,33,,22,2023-01-16 21:00:00+00:00
406,370,36,,25,2023-01-16 22:00:00+00:00
407,370,29,27.0,17,2023-01-16 23:00:00+00:00
408,370,23,,6,2023-01-17 00:00:00+00:00
409,370,16,,4,2023-01-17 01:00:00+00:00
410,370,8,,-1,2023-01-17 02:00:00+00:00
411,370,1,,-5,2023-01-17 03:00:00+00:00
412,370,2,,-6,2023-01-17 04:00:00+00:00
413,370,-3,-9.0,-9,2023-01-17 05:00:00+00:00
414,370,-5,,-15,2023-01-17 06:00:00+00:00
415,370,-14,,-21,2023-01-17 07:00:00+00:00
416,370,-5,,-13,2023-01-17 08:00:00+00:00
417,370,16,,0,2023-01-17 09:00:00+00:00
418,370,32,,6,2023-01-17 10:00:00+00:00
419,370,45,-22.0,-5,2023-01-17 11:00:00+00:00
420,370,48,,-18,2023-01-17 12:00:00+00:00
421,370,46,,-26,2023-01-17 13:00:00+00:00
422,370,40,,-31,2023-01-17 14:00:00+00:00
423,370,12,,-26,2023-01-17 15:00:00+00:00
424,370,-14,,-36,2023-01-17 16:00:00+00:00
425,370,-20,-48.0,-31,2023-01-17 17:00:00+00:00
426,370,-30,,-39,2023-01-17 18:00:00+00:00
427,370,-31,,-38,2023-01-17 19:00:00+00:00
428,370,-36,,-40,2023-01-17 20:00:00+00:00
429,370,-30,,-34,2023-01-17 21:00:00+00:00
430,370,-37,,-45,2023-01-17 22:00:00+00:00
431,370,-29,-61.0,-39,2023-01-17 23:00:00+00:00
432,370,-38,,-47,2023-01-18 00:00:00+00:00
433,370,-36,,-50,2023-01-18 01:00:00+00:00
434,370,-41,,-55,2023-01-18 02:00:00+00:00
435,370,-36,,-48,2023-01-18 03:00:00+00:00
436,370,-52,,-66,2023-01-18 04:00:00+00:00
437,370,-44,-72.0,-57,2023-01-18 05:00:00+00:00
438,370,-36,,-49,2023-01-18 06:00:00+00:00
439,370,-34,,-46,2023-01-18 07:00:00+00:00
440,370,-20,,-36,2023-01-18 08:00:00+00:00
441,370,0,,-19,2023-01-18 09:00:00+00:00
442,370,20,,-8,2023-01-18 10:00:00+00:00
443,370,35,-59.0,-4,2023-01-18 11:00:00+00:00
444,370,41,,-7,2023-01-18 12:00:00+00:00
445,370,43,,-12,2023-01-18 13:00:00+00:00
446,370,36,,-16,2023-01-18 14:00:00+00:00
447,370,24,,-12,2023-01-18 15:00:00+00:00
448,370,20,,-12,2023-01-18 16:00:00+00:00
449,370,22,11.0,-11,2023-01-18 17:00:00+00:00
450,370,23,,-9,2023-01-18 18:00:00+00:00
451,370,12,,-11,2023-01-18 19:00:00+00:00
452,370,12,,-7,2023-01-18 20:00:00+00:00
453,370,9,,-6,2023-01-18 21:00:00+00:00
454,370,13,,-1,2023-01-18 22:00:00+00:00
455,370,13,2.0,-2,2023-01-18 23:00:00+00:00
456,370,16,,-1,2023-01-19 00:00:00+00:00
457,370,20,,0,2023-01-19 01:00:00+00:00
458,370,8,,-2,2023-01-19 02:00:00+00:00
459,370,1,,-2,2023-01-19 03:00:00+00:00
460,370,2,,-1,2023-01-19 04:00:00+00:00
461,370,7,2.0,2,2023-01-19 05:00:00+00:00
462,370,6,,3,2023-01-19 06:00:00+00:00
463,370,9,,3,2023-01-19 07:00:00+00:00
464,370,8,,2,2023-01-19 08:00:00+00:00
465,370,10,,3,2023-01-19 09:00:00+00:00
466,370,15,,5,2023-01-19 10:00:00+00:00
467,370,21,3.0,8,2023-01-19 11:00:00+00:00
468,370,22,,6,2023-01-19 12:00:00+00:00
469,370,19,,5,2023-01-19 13:00:00+00:00
470,370,16,,3,2023-01-19 14:00:00+00:00
471,370,12,,-1,2023-01-19 15:00:00+00:00
472,370,5,,-5,2023-01-19 16:00:00+00:00
473,370,-12,-23.0,-18,2023-01-19 17:00:00+00:00
474,370,-10,,-17,2023-01-19 18:00:00+00:00
475,370,-16,,-24,2023-01-19 19:00:00+00:00
476,370,-18,,-25,2023-01-19 20:00:00+00:00
477,370,-1,,-8,2023-01-19 21:00:00+00:00
478,370,3,,-5,2023-01-19 22:00:00+00:00
479,370,1,-31.0,-4,2023-01-19 23:00:00+00:00
480,370,-3,,-5,2023-01-20 00:00:00+00:00
481,370,1,,-3,2023-01-20 01:00:00+00:00
482,370,1,,-4,2023-01-20 02:00:00+00:00
483,370,1,,-4,2023-01-20 03:00:00+00:00
484,370,0,,-4,2023-01-20 04:00:00+00:00
485,370,1,-11.0,-7,2023-01-20 05:00:00+00:00
486,370,2,,-6,2023-01-20 06:00:00+00:00
487,370,2,,0,2023-01-20 07:00:00+00:00
488,370,3,,-3,2023-01-20 08:00:00+00:00
489,370,2,,-1,2023-01-20 09:00:00+00:00
490,370,2,,0,2023-01-20 10:00:00+00:00
491,370,4,0.0,2,2023-01-20 11:00:00+00:00
492,370,11,,1,2023-01-20 12:00:00+00:00
493,370,4,,-1,2023-01-20 13:00:00+00:00
494,370,4,,1,2023-01-20 14:00:00+00:00
495,370,9,,4,2023-01-20 15:00:00+00:00
496,370,11,,3,2023-01-20 16:00:00+00:00
497,370,13,4.0,1,2023-01-20 17:00:00+00:00
498,370,14,,1,2023-01-20 18:00:00+00:00
499,370,9,,-8,2023-01-20 19:00:00+00:00
500,370,5,,-17,2023-01-20 20:00:00+00:00
501,370,-11,,-27,2023-01-20 21:00:00+00:00
502,370,-15,,-30,2023-01-20 22:00:00+00:00
503,370,-20,-38.0,-35,2023-01-20 23:00:00+00:00
504,370,-25,,-40,2023-01-21 00:00:00+00:00
505,370,-37,,-49,2023-01-21 01:00:00+00:00
506,370,-40,,-49,2023-01-21 02:00:00+00:00
507,370,-40,,-48,2023-01-21 03:00:00+00:00
508,370,-46,,-53,2023-01-21 04:00:00+00:00
509,370,-49,-73.0,-55,2023-01-21 05:00:00+00:00
510,370,-39,,-43,2023-01-21 06:00:00+00:00
511,370,-49,,-55,2023-01-21 07:00:00+00:00
512,370,-23,,-30,2023-01-21 08:00:00+00:00
513,370,-18,,-24,2023-01-21 09:00:00+00:00
514,370,-9,,-17,2023-01-21 10:00:00+00:00
515,370,0,-79.0,-18,2023-01-21 11:00:00+00:00
516,370,4,,-19,2023-01-21 12:00:00+00:00
517,370,7,,-15,2023-01-21 13:00:00+00:00
518,370,13,,-18,2023-01-21 14:00:00+00:00
519,370,8,,-19,2023-01-21 15:00:00+00:00
520,370,-10,,-27,2023-01-21 16:00:00+00:00
521,370,-3,-26.0,-12,2023-01-21 17:00:00+00:00
522,370,-3,,-10,2023-01-21 18:00:00+00:00
523,370,-6,,-13,2023-01-21 19:00:00+00:00
524,370,-11,,-14,2023-01-21 20:00:00+00:00
525,370,-14,,-18,2023-01-21 21:00:00+00:00
526,370,-19,,-22,2023-01-21 22:00:00+00:00
527,370,-22,-25.0,-24,2023-01-21 23:00:00+00:00
528,370,-19,,-24,2023-01-22 00:00:00+00:00
529,370,-24,,-28,2023-01-22 01:00:00+00:00
530,370,-25,,-32,2023-01-22 02:00:00+00:00
531,370,-12,,-25,2023-01-22 03:00:00+00:00
532,370,-11,,-25,2023-01-22 04:00:00+00:00
533,370,-8,-38.0,-26,2023-01-22 05:00:00+00:00
534,370,-7,,-25,2023-01-22 06:00:00+00:00
535,370,-6,,-23,2023-01-22 07:00:00+00:00
536,370,-2,,-20,2023-01-22 08:00:00+00:00
537,370,0,,-20,2023-01-22 09:00:00+00:00
538,370,1,,-18,2023-01-22 10:00:00+00:00
539,370,3,-11.0,-17,2023-01-22 11:00:00+00:00
540,370,6,,-14,2023-01-22 12:00:00+00:00
541,370,3,,-11,2023-01-22 13:00:00+00:00
542,370,4,,-7,2023-01-22 14:00:00+00:00
543,370,4,,-5,2023-01-22 15:00:00+00:00
544,370,4,,-5,2023-01-22 16:00:00+00:00
545,370,6,1.0,-6,2023-01-22 17:00:00+00:00
546,370,7,,-5,2023-01-22 18:00:00+00:00
547,370,6,,-4,2023-01-22 19:00:00+00:00
548,370,8,,-3,2023-01-22 20:00:00+00:00
549,370,8,,-1,2023-01-22 21:00:00+00:00
550,370,8,,-1,2023-01-22 22:00:00+00:00
551,370,9,2.0,0,2023-01-22 23:00:00+00:00
552,370,10,,1,2023-01-23 00:00:00+00:00
553,370,9,,1,2023-01-23 01:00:00+00:00
554,370,10,,2,2023-01-23 02:00:00+00:00
555,370,9,,2,2023-01-23 03:00:00+00:00
556,370,12,,4,2023-01-23 04:00:00+00:00
557,370,12,5.0,5,2023-01-23 05:00:00+00:00
558,370,12,,6,2023-01-23 06:00:00+00:00
559,370,14,,5,2023-01-23 07:00:00+00:00
560,370,17,,7,2023-01-23 08:00:00+00:00
561,370,23,,9,2023-01-23 09:00:00+00:00
562,370,27,,9,2023-01-23 10:00:00+00:00
563,370,29,6.0,8,2023-01-23 11:00:00+00:00
564,370,32,,7,2023-01-23 12:00:00+00:00
565,370,30,,5,2023-01-23 13:00:00+00:00
566,370,31,,4,2023-01-23 14:00:00+00:00
567,370,29,,-6,2023-01-23 15:00:00+00:00
568,370,30,,-6,2023-01-23 16:00:00+00:00
569,370,27,18.0,-5,2023-01-23 17:00:00+00:00
570,370,29,,-4,2023-01-23 18:00:00+00:00
571,370,28,,-4,2023-01-23 19:00:00+00:00
572,370,29,,-7,2023-01-23 20:00:00+00:00
573,370,28,,-7,2023-01-23 21:00:00+00:00
574,370,27,,-5,2023-01-23 22:00:00+00:00
575,370,28,18.0,-7,2023-01-23 23:00:00+00:00
576,370,26,,-8,2023-01-24 00:00:00+00:00
577,370,27,,-8,2023-01-24 01:00:00+00:00
578,370,23,,-7,2023-01-24 02:00:00+00:00
579,370,23,,-8,2023-01-24 03:00:00+00:00
580,370,21,,-9,2023-01-24 04:00:00+00:00
581,370,20,15.0,-8,2023-01-24 05:00:00+00:00
582,370,17,,-10,2023-01-24 06:00:00+00:00
583,370,18,,-8,2023-01-24 07:00:00+00:00
584,370,16,,-12,2023-01-24 08:00:00+00:00
585,370,17,,-12,2023-01-24 09:00:00+00:00
586,370,18,,-13,2023-01-24 10:00:00+00:00
587,370,18,13.0,-14,2023-01-24 11:00:00+00:00
588,370,21,,-11,2023-01-24 12:00:00+00:00
589,370,19,,-13,2023-01-24 13:00:00+00:00
590,370,18,,-12,2023-01-24 14:00:00+00:00
591,370,16,,-15,2023-01-24 15:00:00+00:00
592,370,14,,-16,2023-01-24 16:00:00+00:00
593,370,14,12.0,-18,2023-01-24 17:00:00+00:00
594,370,13,,-16,2023-01-24 18:00:00+00:00
595,370,12,,-19,2023-01-24 19:00:00+00:00
596,370,11,,-18,2023-01-24 20:00:00+00:00
597,370,10,,-18,2023-01-24 21:00:00+00:00
598,370,8,,-18,2023-01-24 22:00:00+00:00
599,370,8,6.0,-18,2023-01-24 23:00:00+00:00
600,370,5,,-21,2023-01-25 00:00:00+00:00
601,370,4,,-21,2023-01-25 01:00:00+00:00
602,370,2,,-24,2023-01-25 02:00:00+00:00
603,370,0,,-22,2023-01-25 03:00:00+00:00
604,370,-3,,-26,2023-01-25 04:00:00+00:00
605,370,-5,-4.0,-27,2023-01-25 05:00:00+00:00
606,370,-6,,-27,2023-01-25 06:00:00+00:00
607,370,-8,,-29,2023-01-25 07:00:00+00:00
608,370,-9,,-30,2023-01-25 08:00:00+00:00
609,370,-10,,-29,2023-01-25 09:00:00+00:00
610,370,-11,,-31,2023-01-25 10:00:00+00:00
611,370,-10,-8.0,-29,2023-01-25 11:00:00+00:00
612,370,-10,,-30,2023-01-25 12:00:00+00:00
613,370,-11,,-30,2023-01-25 13:00:00+00:00
614,370,-12,,-32,2023-01-25 14:00:00+00:00
615,370,-13,,-30,2023-01-25 15:00:00+00:00
616,370,-15,,-32,2023-01-25 16:00:00+00:00
617,370,-14,-14.0,-29,2023-01-25 17:00:00+00:00
618,370,-13,,-30,2023-01-25 18:00:00+00:00
619,370,-14,,-29,2023-01-25 19:00:00+00:00
620,370,-16,,-32,2023-01-25 20:00:00+00:00
621,370,-18,,-26,2023-01-25 21:00:00+00:00
622,370,-18,,-21,2023-01-25 22:00:00+00:00
623,370,-18,-17.0,-21,2023-01-25 23:00:00+00:00
624,370,-16,,-20,2023-01-26 00:00:00+00:00
625,370,-14,,-18,2023-01-26 01:00:00+00:00
626,370,-12,,-15,2023-01-26 02:00:00+00:00
627,370,-8,,-11,2023-01-26 03:00:00+00:00
628,370,-6,,-8,2023-01-26 04:00:00+00:00
629,370,-5,-15.0,-9,2023-01-26 05:00:00+00:00
630,370,-3,,-7,2023-01-26 06:00:00+00:00
631,370,-2,,-4,2023-01-26 07:00:00+00:00
632,370,0,,-4,2023-01-26 08:00:00+00:00
633,370,2,,-1,2023-01-26 09:00:00+00:00
634,370,13,,11,2023-01-26 10:00:00+00:00
635,370,28,-3.0,25,2023-01-26 11:00:00+00:00
636,370,63,,51,2023-01-26 12:00:00+00:00
637,370,70,,48,2023-01-26 13:00:00+00:00
638,370,69,,37,2023-01-26 14:00:00+00:00
639,370,63,,31,2023-01-26 15:00:00+00:00
640,370,60,,35,2023-01-26 16:00:00+00:00
641,370,60,33.0,32,2023-01-26 17:00:00+00:00
642,370,56,,28,2023-01-26 18:00:00+00:00
643,370,56,,26,2023-01-26 19:00:00+00:00
644,370,58,,23,2023-01-26 20:00:00+00:00
645,370,55,,23,2023-01-26 21:00:00+00:00
646,370,53,,21,2023-01-26 22:00:00+00:00
647,370,49,44.0,16,2023-01-26 23:00:00+00:00
648,370,44,,16,2023-01-27 00:00:00+00:00
649,370,41,,16,2023-01-27 01:00:00+00:00
650,370,38,,14,2023-01-27 02:00:00+00:00
651,370,38,,14,2023-01-27 03:00:00+00:00
652,370,38,,13,2023-01-27 04:00:00+00:00
653,370,37,34.0,11,2023-01-27 05:00:00+00:00
654,370,39,,12,2023-01-27 06:00:00+00:00
655,370,41,,11,2023-01-27 07:00:00+00:00
656,370,43,,13,2023-01-27 08:00:00+00:00
657,370,46,,14,2023-01-27 09:00:00+00:00
658,370,44,,12,2023-01-27 10:00:00+00:00
659,370,47,34.0,14,2023-01-27 11:00:00+00:00
660,370,47,,12,2023-01-27 12:00:00+00:00
661,370,47,,11,2023-01-27 13:00:00+00:00
662,370,47,,11,2023-01-27 14:00:00+00:00
663,370,45,,6,2023-01-27 15:00:00+00:00
664,370,42,,4,2023-01-27 16:00:00+00:00
665,370,42,38.0,0,2023-01-27 17:00:00+00:00
666,370,41,,3,2023-01-27 18:00:00+00:00
667,370,39,,3,2023-01-27 19:00:00+00:00
668,370,40,,-4,2023-01-27 20:00:00+00:00
669,370,36,,-3,2023-01-27 21:00:00+00:00
670,370,33,,-3,2023-01-27 22:00:00+00:00
671,370,31,27.0,-6,2023-01-27 23:00:00+00:00
672,370,28,,-8,2023-01-28 00:00:00+00:00
673,370,26,,-8,2023-01-28 01:00:00+00:00
674,370,25,,-13,2023-01-28 02:00:00+00:00
675,370,22,,-14,2023-01-28 03:00:00+00:00
676,370,21,,-12,2023-01-28 04:00:00+00:00
677,370,19,17.0,-13,2023-01-28 05:00:00+00:00
678,370,16,,-27,2023-01-28 06:00:00+00:00
679,370,18,,-29,2023-01-28 07:00:00+00:00
680,370,20,,-28,2023-01-28 08:00:00+00:00
681,370,21,,-27,2023-01-28 09:00:00+00:00
682,370,18,,-29,2023-01-28 10:00:00+00:00
683,370,19,13.0,-26,2023-01-28 11:00:00+00:00
684,370,20,,-26,2023-01-28 12:00:00+00:00
685,370,21,,-29,2023-01-28 13:00:00+00:00
686,370,29,,-27,2023-01-28 14:00:00+00:00
687,370,20,,-26,2023-01-28 15:00:00+00:00
688,370,-11,,-36,2023-01-28 16:00:00+00:00
689,370,-27,-47.0,-47,2023-01-28 17:00:00+00:00
690,370,-31,,-42,2023-01-28 18:00:00+00:00
691,370,-28,,-42,2023-01-28 19:00:00+00:00
692,370,-38,,-52,2023-01-28 20:00:00+00:00
